stem;ind3sg;ind3pl;prescont3sg;prescont3pl
shotgun;shotguns;shotgun;is shotgunning;are shotgunning
search;searches;search;is searching;are searching
leap;leaps;leap;is leaping;are leaping
experience;experiences;experience;is experiencing;are experiencing
plough;ploughs;plough;is ploughing;are ploughing
harp;harps;harp;is harping;are harping
slack;slacks;slack;is slacking;are slacking
bottlefeed;bottlefeeds;bottlefeed;is bottlefeeding;are bottlefeeding
casserole;casseroles;casserole;is casseroling;are casseroling
agitate;agitates;agitate;is agitating;are agitating
flint;flints;flint;is flinting;are flinting
caper;capers;caper;is capering;are capering
dish;dishes;dish;is dishing;are dishing
intreat;intreats;intreat;is intreating;are intreating
unbar;unbars;unbar;is unbarring;are unbarring
attribute;attributes;attribute;is attributing;are attributing
stodge;stodges;stodge;is stodging;are stodging
bracket;brackets;bracket;is bracketing;are bracketing
harm;harms;harm;is harming;are harming
antiquate;antiquates;antiquate;is antiquating;are antiquating
scramble;scrambles;scramble;is scrambling;are scrambling
team;teams;team;is teaming;are teaming
gird;girds;gird;is girding;are girding
grubstake;grubstakes;grubstake;is grubstaking;are grubstaking
dehumanize;dehumanizes;dehumanize;is dehumanizing;are dehumanizing
protract;protracts;protract;is protracting;are protracting
abut;abuts;abut;is abutting;are abutting
qualify;qualifies;qualify;is qualifying;are qualifying
slog;slogs;slog;is slogging;are slogging
unsay;unsays;unsay;is unsaying;are unsaying
glide;glides;glide;is gliding;are gliding
oversimplify;oversimplifies;oversimplify;is oversimplifying;are oversimplifying
stroy;stroys;stroy;is stroying;are stroying
riot;riots;riot;is rioting;are rioting
sliver;slivers;sliver;is slivering;are slivering
writhe;writhes;writhe;is writhing;are writhing
interlap;interlaps;interlap;is interlapping;are interlapping
condescend;condescends;condescend;is condescending;are condescending
alienate;alienates;alienate;is alienating;are alienating
skim;skims;skim;is skimming;are skimming
disencumber;disencumbers;disencumber;is disencumbering;are disencumbering
punctuate;punctuates;punctuate;is punctuating;are punctuating
dike;dikes;dike;is diking;are diking
displace;displaces;displace;is displacing;are displacing
stipple;stipples;stipple;is stippling;are stippling
mythologize;mythologizes;mythologize;is mythologizing;are mythologizing
demagogue;demagogues;demagogue;is demagoguing;are demagoguing
pour;pours;pour;is pouring;are pouring
essay;essays;essay;is essaying;are essaying
taxi;taxies;taxi;is taxying;are taxying
sovietize;sovietizes;sovietize;is sovietizing;are sovietizing
orientate;orientates;orientate;is orientating;are orientating
vivisect;vivisects;vivisect;is vivisecting;are vivisecting
dislimn;dislimns;dislimn;is dislimning;are dislimning
rent;rents;rent;is renting;are renting
coruscate;coruscates;coruscate;is coruscating;are coruscating
gallivant;gallivants;gallivant;is gallivanting;are gallivanting
overweigh;overweighs;overweigh;is overweighing;are overweighing
pur_ee;pur_ees;pur_ee;is pur_eeing;are pur_eeing
ferule;ferules;ferule;is feruling;are feruling
hulk;hulks;hulk;is hulking;are hulking
interact;interacts;interact;is interacting;are interacting
misplay;misplays;misplay;is misplaying;are misplaying
dislodge;dislodges;dislodge;is dislodging;are dislodging
store;stores;store;is storing;are storing
decontrol;decontrols;decontrol;is decontrolling;are decontrolling
leister;leisters;leister;is leistering;are leistering
preoccupy;preoccupies;preoccupy;is preoccupying;are preoccupying
undernourish;undernourishes;undernourish;is undernourishing;are undernourishing
serenade;serenades;serenade;is serenading;are serenading
debark;debarks;debark;is debarking;are debarking
prefigure;prefigures;prefigure;is prefiguring;are prefiguring
convoke;convokes;convoke;is convoking;are convoking
Gnosticize;Gnosticizes;Gnosticize;is Gnosticizing;are Gnosticizing
buck;bucks;buck;is bucking;are bucking
grow;grows;grow;is growing;are growing
crock;crocks;crock;is crocking;are crocking
vizor;vizors;vizor;is vizoring;are vizoring
liaise;liaises;liaise;is liaising;are liaising
incross;incrosses;incross;is incrossing;are incrossing
sanitize;sanitizes;sanitize;is sanitizing;are sanitizing
seel;seels;seel;is seeling;are seeling
revenge;revenges;revenge;is revenging;are revenging
retrogress;retrogresses;retrogress;is retrogressing;are retrogressing
gasp;gasps;gasp;is gasping;are gasping
kep;keps;kep;is keping;are keping
lick;licks;lick;is licking;are licking
beeswax;beeswaxes;beeswax;is beeswaxing;are beeswaxing
pressgang;pressgangs;pressgang;is pressganging;are pressganging
skid;skids;skid;is skidding;are skidding
discount;discounts;discount;is discounting;are discounting
mutch;mutches;mutch;is mutching;are mutching
amnesty;amnesties;amnesty;is amnestying;are amnestying
ping;pings;ping;is pinging;are pinging
aerate;aerates;aerate;is aerating;are aerating
prattle;prattles;prattle;is prattling;are prattling
past;pasts;past;is pasting;are pasting
mutter;mutters;mutter;is muttering;are muttering
gas;gasses;gas;is gassing;are gassing
expatiate;expatiates;expatiate;is expatiating;are expatiating
outwit;outwits;outwit;is outwitting;are outwitting
haunt;haunts;haunt;is haunting;are haunting
retain;retains;retain;is retaining;are retaining
dehydrate;dehydrates;dehydrate;is dehydrating;are dehydrating
gang;gangs;gang;is ganging;are ganging
maraud;marauds;maraud;is marauding;are marauding
unlock;unlocks;unlock;is unlocking;are unlocking
intercross;intercrosses;intercross;is intercrossing;are intercrossing
vet;vets;vet;is vetting;are vetting
coerce;coerces;coerce;is coercing;are coercing
haft;hafts;haft;is hafting;are hafting
twig;twigs;twig;is twigging;are twigging
regale;regales;regale;is regaling;are regaling
shark;sharks;shark;is sharking;are sharking
rusticate;rusticates;rusticate;is rusticating;are rusticating
advantage;advantages;advantage;is advantaging;are advantaging
sample;samples;sample;is sampling;are sampling
mantle;mantles;mantle;is mantling;are mantling
mumble;mumbles;mumble;is mumbling;are mumbling
outweigh;outweighs;outweigh;is outweighing;are outweighing
calcine;calcines;calcine;is calcining;are calcining
jilt;jilts;jilt;is jilting;are jilting
allay;allays;allay;is allaying;are allaying
stump;stumps;stump;is stumping;are stumping
out-herod;out-herods;out-herod;is out-heroding;are out-heroding
blister;blisters;blister;is blistering;are blistering
brood;broods;brood;is brooding;are brooding
lullaby;lullabies;lullaby;is lullabying;are lullabying
pasture;pastures;pasture;is pasturing;are pasturing
betide;betides;betide;is betiding;are betiding
kilt;kilts;kilt;is kilting;are kilting
cower;cowers;cower;is cowering;are cowering
obtrude;obtrudes;obtrude;is obtruding;are obtruding
overload;overloads;overload;is overloading;are overloading
shipwreck;shipwrecks;shipwreck;is shipwrecking;are shipwrecking
chequer;chequers;chequer;is chequering;are chequering
shrank;shranks;shrank;is shranking;are shranking
wangle;wangles;wangle;is wangling;are wangling
incase;incases;incase;is incasing;are incasing
crumb;crumbs;crumb;is crumbing;are crumbing
disestablish;disestablishes;disestablish;is disestablishing;are disestablishing
bitch;bitches;bitch;is bitching;are bitching
ally;allies;ally;is allying;are allying
munition;munitions;munition;is munitioning;are munitioning
dissemble;dissembles;dissemble;is dissembling;are dissembling
politick;politicks;politick;is politicking;are politicking
segment;segments;segment;is segmenting;are segmenting
devote;devotes;devote;is devoting;are devoting
furrow;furrows;furrow;is furrowing;are furrowing
remarry;remarries;remarry;is remarrying;are remarrying
depasture;depastures;depasture;is depasturing;are depasturing
reincarnate;reincarnates;reincarnate;is reincarnating;are reincarnating
miscalculate;miscalculates;miscalculate;is miscalculating;are miscalculating
froth;froths;froth;is frothing;are frothing
drug;drugs;drug;is drugging;are drugging
cleat;cleats;cleat;is cleating;are cleating
repress;represses;repress;is repressing;are repressing
sidetrack;sidetracks;sidetrack;is sidetracking;are sidetracking
psyche;psyches;psyche;is psyching;are psyching
start;starts;start;is starting;are starting
unfetter;unfetters;unfetter;is unfettering;are unfettering
kowtow;kowtows;kowtow;is kowtowing;are kowtowing
elate;elates;elate;is elating;are elating
underestimate;underestimates;underestimate;is underestimating;are underestimating
enforce;enforces;enforce;is enforcing;are enforcing
birdy;birdies;birdy;is birdying;are birdying
fictionalize;fictionalizes;fictionalize;is fictionalizing;are fictionalizing
dulcify;dulcifies;dulcify;is dulcifying;are dulcifying
insist;insists;insist;is insisting;are insisting
case;cases;case;is casing;are casing
devour;devours;devour;is devouring;are devouring
doss;dosses;doss;is dossing;are dossing
chin;chins;chin;is chinning;are chinning
slither;slithers;slither;is slithering;are slithering
deconsecrate;deconsecrates;deconsecrate;is deconsecrating;are deconsecrating
lave;laves;lave;is laving;are laving
checker;checkers;checker;is checkering;are checkering
reprint;reprints;reprint;is reprinting;are reprinting
acidulate;acidulates;acidulate;is acidulating;are acidulating
supercede;supercedes;supercede;is superceding;are superceding
reflate;reflates;reflate;is reflating;are reflating
spit;spits;spit;is spitting;are spitting
weatherproof;weatherproofs;weatherproof;is weatherproofing;are weatherproofing
big-note;big-notes;big-note;is big-noting;are big-noting
obtest;obtests;obtest;is obtesting;are obtesting
crisscross;crisscrosses;crisscross;is crisscrossing;are crisscrossing
buddle;buddles;buddle;is buddling;are buddling
wrongfoot;wrongfoots;wrongfoot;is wrongfooting;are wrongfooting
revitalize;revitalizes;revitalize;is revitalizing;are revitalizing
tread;treads;tread;is treading;are treading
forgat;forgats;forgat;is forgating;are forgating
sulphonate;sulphonates;sulphonate;is sulphonating;are sulphonating
fusillade;fusillades;fusillade;is fusillading;are fusillading
work-to-rule;work-to-rule;work-to-rule;is work-to-ruling;are work-to-ruling
misprize;misprizes;misprize;is misprizing;are misprizing
trend;trends;trend;is trending;are trending
ripple;ripples;ripple;is rippling;are rippling
brutalize;brutalizes;brutalize;is brutalizing;are brutalizing
yack;yacks;yack;is yacking;are yacking
knight;knights;knight;is knighting;are knighting
merit;merits;merit;is meriting;are meriting
twinkle;twinkles;twinkle;is twinkling;are twinkling
double-stop;double-stops;double-stop;is double-stopping;are double-stopping
flange;flanges;flange;is flanging;are flanging
aim;aims;aim;is aiming;are aiming
sensitize;sensitizes;sensitize;is sensitizing;are sensitizing
swank;swanks;swank;is swanking;are swanking
overrefine;overrefines;overrefine;is overrefining;are overrefining
escort;escorts;escort;is escorting;are escorting
lithograph;lithographs;lithograph;is lithographing;are lithographing
bethink;bethinks;bethink;is bethinking;are bethinking
mildew;mildews;mildew;is mildewing;are mildewing
unwish;unwishes;unwish;is unwishing;are unwishing
surfeit;surfeits;surfeit;is surfeiting;are surfeiting
exile;exiles;exile;is exiling;are exiling
oxidate;oxidates;oxidate;is oxidating;are oxidating
gouge;gouges;gouge;is gouging;are gouging
unharness;unharnesses;unharness;is unharnessing;are unharnessing
cosponsor;cosponsors;cosponsor;is cosponsoring;are cosponsoring
sandwich;sandwiches;sandwich;is sandwiching;are sandwiching
sconce;sconces;sconce;is sconcing;are sconcing
hod;hods;hod;is hodding;are hodding
tower;towers;tower;is towerring;are towerring
engine;engines;engine;is engining;are engining
par;pars;par;is parring;are parring
oven;ovens;oven;is ovenning;are ovenning
bathtub;bathtubs;bathtub;is bathtubbing;are bathtubbing
giraffe;giraffes;giraffe;is giraffing;are giraffing
kitesurf;kitesurfs;kitesurf;is kitesurfing;are kitesurfing
text;texts;text;is texting;are texting
stereo;stereos;stereo;is stereoing;are stereoing
muffin;muffins;muffin;is muffinning;are muffinning
use;uses;use;is using;are using
kiteboard;kiteboards;kiteboard;is kiteboarding;are kiteboarding
rack;racks;rack;is racking;are racking
silhoett;silhoetts;silhoett;is silhoetting;are silhoetting
spinach;spinaches;spinach;is spinaching;are spinaching
fish;fishes;fish;is fishing;are fishing
nightstand;nightstands;nightstand;is nightstanding;are nightstanding
wakeboard;wakeboards;wakeboard;is wakeboarding;are wakeboarding
ass;ass;as;is asing;are asing
casset;cassets;casset;is cassetting;are cassetting
skateboard;skateboards;skateboard;is skateboarding;are skateboarding
turret;turrets;turret;is turretting;are turretting
ponytail;ponytails;ponytail;is ponytailing;are ponytailing
somersault;somersaults;somersault;is somersaulting;are somersaulting
tablet;tablets;tablet;is tabletting;are tabletting
ump;umps;ump;is umping;are umping
color;colors;color;is colorring;are colorring
windsurf;windsurfs;windsurf;is windsurfing;are windsurfing
are;is;are;is being;are being
snowboard;snowboards;snowboard;is snowboarding;are snowboarding
advertise;advertises;advertise;is advertising;are advertising
zebra;zebras;zebra;is zebraing;are zebraing
farmland;farmlands;farmland;is farmlanding;are farmlanding
could;can;can;is canning;are canning
spectate;spectates;spectate;is spectating;are spectating
instal;instals;instal;is installing;are installing
photoshopp;photoshopps;photoshopp;is photoshopping;are photoshopping
